,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Price,Location,MatchedDistricts,Description,Date,Lat,Lon,Bedrooms,Bathrooms,Apartment,WaterTank
122,122,122.0,122.0,40000000.0,KICUKIRO,"KICUKIRO, Rwanda","kivu property real estate

CALL: 0788817157
WHATSAPP: 0788251510

House for sale at KICUKIRO
with 4bedrooms,3bathrooms, kitchen/

inzu igurishwa KICUKIRO

Plot size:20mx30m
Price:40,000,000 frw

Call:0788817157
(WhatsApp):0788251510",Posted On: 04-Dec-2019,-1.9854367,30.1036335,4,3,False,False
123,123,123.0,123.0,38000000.0,KANOMBE,"KANOMBE, Rwanda","kivu property real estate

CALL: 0788817157
WHATSAPP: 0788251510

House for sale at KANOMBE
with 4bedrooms,3bathrooms, kitchen/

inzu igurishwa KANOMBE

Plot size:20mx30m
Price:38,000,000 frw

Call:0788817157
(WhatsApp):0788251510",Posted On: 04-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
124,124,124.0,124.0,27000000.0,KANOMBE,"KANOMBE, Rwanda","kivu property real estate

CALL: 0788817157
WHATSAPP: 0788251510

House for sale at KANOMBE
with 4bedrooms,3bathrooms, kitchen/

inzu igurishwa KANOMBE

Plot size:20mx30m
Price:27,000,000 frw

Call:0788817157
(WhatsApp):0788251510",Posted On: 04-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
125,125,125.0,125.0,25000000.0,KABEZA,"KABEZA, Rwanda","kivu property real estate

CALL: 0788817157
WHATSAPP: 0788251510

House for sale at KABEZA
with 4bedrooms,3bathrooms, kitchen/

inzu igurishwa KABEZA

Plot size:20mx30m
Price:25,000,000 frw

Call:0788817157
(WhatsApp):0788251510",Posted On: 04-Dec-2019,-1.97182785,30.13199711,4,3,False,False
126,126,126.0,126.0,55000000.0,KIMIRONKO,"KIMIRONKO, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kimironko
price:55.000.000rwf",Posted On: 04-Dec-2019,-1.942618,30.1382016,4,3,False,True
127,127,127.0,127.0,50000000.0,KANOMBE,"KANOMBE, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:50.000.000rwf",Posted On: 04-Dec-2019,-1.9617271,30.146460700000002,4,3,False,True
128,128,128.0,128.0,95000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda","Nice house available for sale at Kibagabaga

Property details:

• Sitting room and dining room
• 4 Bedrooms
• 3 Bathrooms
• Indoor Kitchen with pantry
• Store
• Balcony
• Garden
• Paved cars parking

sale price: 95 millions

For more information contact us: +250785566424",Posted On: 04-Dec-2019,-1.9342906000000002,30.117899600000005,,3,False,False
129,129,129.0,129.0,170000000.0,",KICUKIRO,KAGARAMA","KAGARAMA, Rwanda","This unfinished house is available for sale at kicukiro kagarama, on a stone road.

the property has:

six bedrooms
six bathrooms and a toilet for guests
kitchen
a nice and big garden

We are professional real estate agents if you have properties for sales, rent please contact us: call or WhatsApp +250785566424. Or Email us at Kigalirealtors@gmail.com",Posted On: 04-Dec-2019,-1.9929442,30.114837100000003,,,False,False
130,130,130.0,130.0,100000000.0,KIBAGABAGAKURIKABURIMBO,"KIBAGABAGA, Rwanda",Iyinzu ifite ibyumba 4 saro nasaramange igikoni cyomunzu nicyohanze dushe natuwarete 3 amakaro hose inzu shyashya wahamagara 0786496425 Cg 0786398288,Posted On: 04-Dec-2019,-1.9342906000000002,30.117899600000005,4,3,False,False
131,131,131.0,131.0,140000000.0,",KIBAGABAGA","KIBAGABAGA, Rwanda","Property details:

• It’s located in a great neighborhood of Kibagabaga;
• Sale price is 140,000,000 Rwf;
• It has a very huge compound;
• 1Sitting room;
• 1 Dining room;
• 5 Bedrooms;
• 4 Bathrooms;
• Built-in wardrobes in bedrooms;
• Kitchen counter with cabinets;
• A balcony;
• Paved car parking space;
• Etc.
It is a marvelous house with an outside Annex rooms well placed outside the main building. It’s also seen that the design and finishes of inside the house are nice and modern.
For more information about the property,
Contact us at:
Kigali,
Kimironko, KG 11 Av 65 (Former BK Kimironko branch building)

Phone: +250788237448",Posted On: 04-Dec-2019,-1.9342906000000002,30.117899600000005,,4,False,False
132,132,132.0,132.0,68000000.0,KANOMBENEARTHETARMACSTREET,"KANOMBE, Rwanda","This is the best house for sale in Kigali city, Kanombe area near paved street – Good neighborhood with the following requirement:
4 bedrooms,
3 bathrooms,
3 toilets ,
sitting (living) room,
Dinning rooms,
kitchen inside the house ,
Garden and car parking,
Has modern roofing,
It has parking ground & other home qualities.
The price of sale is 68,000,000 Rwf fixed price.

CONTACT US AT: +250783348845 (WHATSAPP, VIBER, IMO) / +250725421235 or send an e-mail at: msconnect10@gmail.com.",Posted On: 04-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
133,133,133.0,133.0,70000000.0,KANOMBENEARTHEPAVEDSTREET,"KANOMBE, Rwanda","This is the best house for sale in Kigali city, Kanombe area near paved street – Good neighborhood with the following requirement:
4 bedrooms,
3 bathrooms,
3 toilets ,
sitting (living) room,
Dinning rooms,
kitchen inside the house ,
Garden and car parking,
Has modern roofing,
It has parking ground & other home qualities.
The price of sale is 70,000,000 Rwf fixed price.

CONTACT US AT: +250783348845 (WHATSAPP, VIBER, IMO) / +250725421235 or send an e-mail at: msconnect10@gmail.com.",Posted On: 04-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
134,134,134.0,134.0,40000000.0,,"KANOMBE, Rwanda","Ndagurisha inzu ikanombe
ifite ibyumba 4 nadushe natuwarete 2
nakwizine nannexs
parikingi yimodoka 2
0784455496
0785477479",Posted On: 04-Dec-2019,-1.9617271,30.146460700000002,4,2,False,False
135,135,135.0,135.0,55000000.0,KANOMBENEARTHEPAVEDSTREET,"KANOMBE, Rwanda","This is the best house for sale in Kigali city, Kanombe area near paved street – Good neighborhood with the following requirement:
4 bedrooms,
3 bathrooms,
3 toilets ,
sitting (living) room,
Dinning rooms,
kitchen inside the house ,
Garden and car parking,
Has modern roofing,
It has parking ground & other home qualities.
The price of sale is 55,000,000 Rwf fixed price.

CONTACT US AT: +250783348845 (WHATSAPP, VIBER, IMO) / +250725421235 or send an e-mail at: msconnect10@gmail.com.",Posted On: 04-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
136,136,136.0,136.0,55000000.0,KABEZAGIPOROSO,"KABEZA, Rwanda",Iyinzu ifite ibyumba 4 dushe natuwarete 3 najaride wahamagara 0786496425 Cg 0786398288,Posted On: 04-Dec-2019,-1.97182785,30.13199711,4,3,False,False
137,137,137.0,137.0,80000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda",Iyinzu ifite ibyumba 4 dushe natuwarete 3 najaride wahamagara 0786496425 Cg 0786398288,Posted On: 04-Dec-2019,-1.9342906000000002,30.117899600000005,4,3,False,False
138,138,138.0,138.0,100000000.0,,"KICUKIRO, Rwanda","Ndagurisha inzu nziza cyane
kicukiro mukagarama
ifite ibyumba 4
nadushe natuwarete 3
nakwizine nannexes
nubusitani bwiza parikingi
ihagije
0784455496
+250785477479",Posted On: 04-Dec-2019,-1.9854367,30.1036335,4,3,False,False
139,139,139.0,139.0,58000000.0,KANOMBENEARTHEPAVEDSTREET,"KANOMBE, Rwanda","This is the best house for sale in Kigali city, Kanombe area near paved street – Good neighborhood with the following requirement:
4 bedrooms,
3 bathrooms,
3 toilets ,
sitting (living) room,
Dinning rooms,
kitchen inside the house ,
Garden and car parking,
Has modern roofing,
It has parking ground & other home qualities.
The price of sale is 58,000,000 Rwf fixed price.

CONTACT US AT: +250783348845 (WHATSAPP, VIBER, IMO) / +250725421235 or send an e-mail at: msconnect10@gmail.com.",Posted On: 04-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
140,140,140.0,140.0,85000000.0,KICUKIRONEARTARMACSTREET,"KICUKIRO, Rwanda","This is the best house for sale in Kigali city, Kicukiro area near paved street – Good neighborhood with the following requirement:
4 bedrooms,
3 bathrooms,
3 toilets ,
sitting (living) room,
Dinning rooms,
kitchen inside the house ,
Garden and car parking,
Has modern roofing,
It has parking ground & other home qualities.
The price of sale is 85,000,000 Rwf ( 90,000 $ ) fixed price.

CONTACT US AT: +250783348845 (WHATSAPP, VIBER, IMO) / +250725421235 or send an e-mail at: msconnect10@gmail.com.",Posted On: 04-Dec-2019,-1.9854367,30.1036335,4,3,False,False
141,141,141.0,141.0,47000000.0,KANOMBE,"KANOMBE, Rwanda",Ndagurisha inzu nziza cyane iri kanombe kugasaraba ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 47 uyishaka wa duhamagara kuri tel 0784969631 whatsapp 0783422422,Posted On: 04-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
142,142,142.0,142.0,,KARUMUNA-NYAMATA,"NYAMATA, Rwanda","Hello buyers, I am selling my own house for quick buyers at at 35m negotiable with the following features - 4bedrooms , 2bathrooms fenced with gates access to the tarmac road at 100m from the main Road with 25*23msq size. PLEASE CALL THIS NUMBER 0788420480 OR 0788312681. Thanks",Posted On: 04-Dec-2019,-2.1508074,30.12087283,4,2,False,False
143,143,143.0,143.0,500000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha ikibanza cyiza cyane kiri bumbogo mu kagari ka nyabikenke gifite m20 m15 kigurishwa magana atanu ugishaka wa duhamagara kuri tel 0784969631 whatsapp 0783422422,Posted On: 04-Dec-2019,-1.942618,30.1382016,,,False,False
144,144,144.0,144.0,18500000.0,,"KICUKIRO, Rwanda","The nice house for sale which located gahanga sector in kicukiro district

It has
4 bedrooms
Sitting room
Dinning room
2 bathrooms and toilets
Ktichen inside

Price 18500000 negotiable
More info 0788236675",Posted On: 04-Dec-2019,-1.9854367,30.1036335,4,2,False,False
145,145,145.0,145.0,27000000.0,MASAKA,"MASAKA, Rwanda","Nice house for sale at masaka with 3 bedrooms,2 bothrooms,dinningrooms,sitting room,annex,garden,parking
Iyinzu iri imasaka ahantu heza cyane
Uyikeneye hamagara
Tell: 0789022546 or Whatsapp
www.kigalidealer.com",Posted On: 04-Dec-2019,-1.9842539000000001,30.186531,3,,False,False
146,146,146.0,146.0,55000000.0,KIMIRONKO,"KIMIRONKO, Rwanda","Wanderful house for rent in kimironko with 4 bedrooms,dinningrooms,sitting room,annex,modern kitchen,annex,parking,garden
Iyinzu iri kimironko iragurishwa ahantu heza cyane
Uyikeneye hamagara
Tell: 0789022545 or Whatsapp
www.kigalidealer.com",Posted On: 04-Dec-2019,-1.942618,30.1382016,4,,False,False
147,147,147.0,147.0,50000000.0,#NAME?,"KICUKIRO, Rwanda","A new House located in Kicukiro-Niboye. It has 4 bedrooms,3 bathrooms,sitting room, dining room, kitchen, annex,parking for 2 cars,modern garden.It has water tank supply
Price:50 Million but Negotiable
Call +250738583336",Posted On: 03-Dec-2019,-1.9854367,30.1036335,4,3,False,True
148,148,148.0,148.0,46000000.0,KANOMBE,"KANOMBE, Rwanda","Inzu nziza igurishwa iri kanombe ifite ibyumba4 na toiltte 3 na salon na sale amange nigikoni munzu na Annex uyikeneye hamagara
Tell 0785324178",Posted On: 03-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
149,149,149.0,149.0,150000000.0,GISHUSHUNEARRDB,"REMERA, Rwanda","This Modern house available for sell in Remera Gishushu just behind New Gasabo District Building. Good residential location close to the Chez lando Hotel and Kisment. Lively neighborhood with tarmac road access. The house has all basic facilities, a parking and front yard with covered parking. Has a big garden on the side and a staff house in the back of the main house.
Inside is a living and dining room, big and spacious. 4 bedrooms, with a self contained master bedroom and 2 bathrooms used by the 3 rooms. Close to the dining room is a kitchen that is big and fitted with cabinets, as well as a storage room, within a big plot 1310 sqm and 20 minutes drive to the city center on a busy day, and less than 12 minutes on a good day. It is sold at 150,000,000RWF Negotiable
For more details contact us on: +250788225193 whatsapp: +250738225193 or send an email to: jerremyd2002@yahoo.fr",Posted On: 03-Dec-2019,-1.54111195,29.71697484,4,2,False,False
150,150,150.0,150.0,130000000.0,GACURIRO-2020VISION,"GACURIRO, Rwanda","Buy this residential house in Gacuriro for Just 130M negotiable, and also available for 1,000$ monthly rent. Located in a quite neighborhood, on the same street as kwetu street. . For more details contact us on: +250788225193 whatsapp:+250738225193 or send an e-mail to: jerremyd2002@yahoo.fr",Posted On: 03-Dec-2019,,,,,False,False
151,151,151.0,151.0,27000000.0,,"GATENGA, Rwanda","Inzu for sale@27M/inzu kigurishwa Kicukiro kumuhanda neza. +250786660250(WhatsApp)
$27,551
www.kivuproperty.com/cheaper and affordable properties in Rwanda.
The Trusted Name in Real Estate Services .
Kicukiro inzu for sale.
Province:Kigali city .
District:Gasabo .
Sector: gatenga.
Cell: kicukiro.
Zone:–Low Rise Residential District)
plot areas:1,020 square meters
Plot size:31mx40m
price:27,000,000 frws
call:0781600352
whatsapp;0786660250
contact:www.kivuproper",Posted On: 03-Dec-2019,-1.9775505000000002,30.0954231,,,False,False
152,152,152.0,152.0,55000000.0,KABEZAKWISOKO,"KABEZA, Rwanda",Iyinzu ifite ibyumba 4 saro nasaramange igikoni cyomunzu nicyohanze dushe natuwarete 2 wahamagara 0786496425 Cg 0786398288,Posted On: 03-Dec-2019,-1.97182785,30.13199711,4,2,False,False
153,153,153.0,153.0,,KANOMBE,"KANOMBE, Rwanda","BUY ONE BEDROOM STUDIO AND GET $400 MONTHLY UNTILL INVESTED AMOUNT IS RECOVERED

For more pictures and Details: https://www.abahuza.com/property/buy-one-bedroom-studio-and-get-400-usd-monthly-untill-invested-amount-is-recovered-1561057271


FOR MORE INFORMATION:

Sale agent: ABAHUZA.COM/ ESERCOS LTD
Phone/ WhatsApp: +250 788 651 421
Email: esercosltd@gmail.com
Office: 4 KN 2 Avenue, Kigali City Center- CRYSTAL PLAZA building, 2nd Floor (Upstairs of Fantastic Restaurant)",Posted On: 03-Dec-2019,-1.9617271,30.146460700000002,,,False,False
154,154,154.0,154.0,60000000.0,KIMIRONKOKWANAYINZIRA,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza cyane iri kimironko kwa nayinzira ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu na magaze ninzu ikomeye ifite namakorone igurishwa million 60 uyishaka wa duhamagara kuri tel 0783422422,Posted On: 03-Dec-2019,-1.942618,30.1382016,4,3,False,False
155,155,155.0,155.0,300000000.0,GACURIRO,"GACURIRO, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom ,sitting room,dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:gacuriro
price:300.000.000rwf",Posted On: 03-Dec-2019,,,4,3,False,True
156,156,156.0,156.0,150000000.0,KICUKIRO,"KICUKIRO, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:255/30m
location:kicukiro
price:150.000.000rwf",Posted On: 03-Dec-2019,-1.9854367,30.1036335,4,3,False,True
157,157,157.0,157.0,,,,"Iyinzu ndayigutuye wowe wifuza kwigurira
inzu yamasaziro ikomeye kandi irahantu heza
ifite ibyumba 5
byizacye byagutse nubwihero burikumwe nubwogero 4
nuruganiriro 2
namazu yabakozi
mwatubona +250784455496
+250785477479",Posted On: 03-Dec-2019,,,5,,False,False
158,158,158.0,158.0,55000000.0,KICUKIRO,"KICUKIRO, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kicukiro
price:55.000.000rwf",Posted On: 03-Dec-2019,-1.9854367,30.1036335,4,3,False,True
159,159,159.0,159.0,140000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda","for more information:
call/whatsapp:0785827700

it has 5 bedroom, 4 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kibagabaga
price:140.000.000rwf",Posted On: 03-Dec-2019,-1.9342906000000002,30.117899600000005,5,4,False,True
160,160,160.0,160.0,125000000.0,,,"Ifite ibyumba 4 byizacyane byagurse
nubwihero burikumwe nubwiherero 3
naho gufungurira nuruganiriro
namazuyabakozi
naparikini yimodoka 3
nubusitani irahantu heza hasobanutse
mubyukuri hagukwiriye
+250784455496
+250785477479",Posted On: 03-Dec-2019,,,4,,False,False
161,161,161.0,161.0,75000000.0,KICUKIRO,"KICUKIRO, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kicukiro
price:75.000.000rwf",Posted On: 03-Dec-2019,-1.9854367,30.1036335,4,3,False,True
162,162,162.0,162.0,44000000.0,,,"Ifite ibyumba byiza byokuramo 4
nubwogero burikumwe nubwihero 2
nigikoni cyimbere munzu
nuruganiriro naho gufunguririra
namazu yabakozi
waduhamagara
0784455496
0785477479",Posted On: 03-Dec-2019,,,,,False,False
163,163,163.0,163.0,25000000.0,NYAMIRAMBO,"NYAMIRAMBO, Rwanda","NYAMIRAMBO HOUSE FOR SALE (25,000,000Frw)
Property details:
• 4 Bedrooms
• 1 Bathroom
• 1 Sitting room
• Dinning
• Store
• Boys cotter or Annex

NB: Please note that, you will pay 2% for commission.
For more information about this property
Contact;
UWIMANA Jean d’Amour
Tel: 0788849622
Commissionaire, Broker",Posted On: 03-Dec-2019,-1.963856,30.0599307,,,False,False
164,164,164.0,164.0,65000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kibagabaga
price:65.000.000rwf",Posted On: 03-Dec-2019,-1.9342906000000002,30.117899600000005,4,3,False,True
165,165,165.0,165.0,47000000.0,,"GASABO, Rwanda","HOUSE FOR SALE IN KIGALI/KANOMBE/GASARABA
Call 0788876411
Whatsapp 0788392925
For more Properties Visit www.kigalidealer.com

• Asking Price: 47,000,000rwf
• 4 bedrooms with 3 Bathrooms
• Sitting room
• Dining area
• Kitchen with cabinets
• Easy accessibility, a nice view and a nice big garden.

CONTACTS US:
,Call number : (+250)788876411
whatsapp:(+250) 788392925
Office location:
Street number: KG2 st
Kimironko, Gasabo district, Kigali (Rwanda)",Posted On: 03-Dec-2019,-1.9523076000000001,30.1704795,4,3,False,False
166,166,166.0,166.0,65000000.0,,"GASABO, Rwanda","HOUSE FOR SALE IN KIGALI/KANOMBE
Call 0788876411
Whatsapp 0788392925
For more Properties Visit www.kigalidealer.com

• Asking Price: 65,000,000rwf
• 4 bedrooms with 3 Bathrooms
• Sitting room
• Dining area
• Kitchen with cabinets
• Easy accessibility, a nice view and a nice big garden.

CONTACTS US:
,Call number : (+250)788876411
whatsapp:(+250) 788392925
Office location:
Street number: KG2 st
Kimironko, Gasabo district, Kigali (Rwanda)",Posted On: 03-Dec-2019,-1.9523076000000001,30.1704795,4,3,False,False
167,167,167.0,167.0,135000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda","A NEW 5 BEDROOM HOUSE FOR SALE AT KIBAGABAGA [Rwf 135 000 000≈$144,849]

For pictures and details: https://www.abahuza.com/property/a-new-5-bedroom-house-for-sale-at-kibagabaga-1574695703

FOR MORE INFORMATION:

Phone/ WhatsApp: +250 786 675 208
Email: esercosltd@gmail.com
Office: NO 4, KN 2 Avenue, Kigali City Center (CRYSTAL PLAZA building, 2nd Floor - Upstairs of Fantastic Restaurant).",Posted On: 03-Dec-2019,-1.9342906000000002,30.117899600000005,5,,False,False
168,168,168.0,168.0,55000000.0,,"KICUKIRO, Rwanda","TWO HOUSES FOR SALE IN KIGALI/KICUKIRO/KAGARAMA ON 55MILLIONS
Call 0788876411
Whatsapp 0788392925
For more Properties Visit www.kigalidealer.com
Details for each
• Asking Price: 55,000,000rwf
• 3 bedrooms with 3 Bathrooms
• Sitting room
• Dining area
• Kitchen with cabinets
• Easy accessibility, a nice view and a nice big garden.

CONTACTS US:
,Call number : (+250)788876411
whatsapp:(+250) 788392925
Office location:
Street number: KG2 st
Kimironko, Gasabo district, Kigali (Rwanda)",Posted On: 03-Dec-2019,-1.9854367,30.1036335,3,3,False,False
169,169,169.0,169.0,130000000.0,,"KIMIHURURA, Rwanda","APARTMENT FOR SALE IN KIGALI/KIMIHURURA
Call 0788876411
Whatsapp 0788392925
For more Properties Visit www.kigalidealer.com

• Asking Price: 130,000,000rwf
• 3 bedrooms with 3 Bathrooms
• Sitting room
• Dining area
• Kitchen with cabinets
• Easy accessibility, a nice view

CONTACTS US:
,Call number : (+250)788876411
whatsapp:(+250) 788392925
Office location:
Street number: KG2 st
Kimironko, Gasabo district, Kigali (Rwanda)",Posted On: 03-Dec-2019,-1.9528328000000001,30.0817531,3,3,True,False
170,170,170.0,170.0,55000000.0,KIMIRONKO,"KIMIRONKO, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kimironko
price:55.000.000rwf",Posted On: 03-Dec-2019,-1.942618,30.1382016,4,3,False,True
171,171,171.0,171.0,110000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda","For pictures and details: https://www.abahuza.com/property/a-new-5-bedroom-house-at-kibagabaga-1574858405



FOR MORE INFORMATION:

Phone/ WhatsApp: +250 786 675 208
Email: esercosltd@gmail.com
Office: NO 4, KN 2 Avenue, Kigali City Center (CRYSTAL PLAZA building, 2nd Floor - Upstairs of Fantastic Restaurant).",Posted On: 03-Dec-2019,-1.9342906000000002,30.117899600000005,5,,False,False
172,172,172.0,172.0,60000000.0,,"KICUKIRO, Rwanda","HOUSE FOR SALE IN KIGALI/KICUKIRO/KAGARAMA
Call 0788876411
Whatsapp 0788392925
For more Properties Visit www.kigalidealer.com

• Asking Price: 60,000,000rwf
• 5 bedrooms with 3 Bathrooms
• Sitting room
• Dining area
• Kitchen with cabinets
• Easy accessibility, a nice view and a nice big garden.

CONTACTS US:
,Call number : (+250)788876411
whatsapp:(+250) 788392925
Office location:
Street number: KG2 st
Kimironko, Gasabo district, Kigali (Rwanda)",Posted On: 03-Dec-2019,-1.9854367,30.1036335,5,3,False,False
173,173,173.0,173.0,55000000.0,"WWW.GOBELANDHOUSE.COM,MASAKA@55MILLIONS","MASAKA, Rwanda","Website: http://www.gobelandhouse.com
Call and whatsapp: +250784544916
Gobelandhouse.com is selling a house in MASAKA at 55 millions It has 4-bedrooms, 3-bathrooms, a sitting room, a dining room, a kitchen, and a big annex, parking for 3- cars, modern garden.
• It has a water tank supply
• Location:MASAKA
• Plot size:25/30
• Price:55.000.000
For more information: Website: www.gobelandhouse.com Call or Whatsapp: +250784544916
Office location: Street number: KG 11 Av Kimironko, Gasabo district, Kigali (Rwanda), In front of KIE University, near Aroma coffee restaurant, in the same building of RIM BANK to the 2nd-floor office No 03.",Posted On: 03-Dec-2019,-1.9842539000000001,30.186531,4,3,False,True
174,174,174.0,174.0,65000000.0,,"KICUKIRO, Rwanda","HOUSE FOR SALE IN KIGALI/KICUKIRO/KAGARAMA
Call 0788876411
Whatsapp 0788392925
For more Properties Visit www.kigalidealer.com

• Asking Price: 65,000,000rwf
• 4 bedrooms with 3 Bathrooms
• Sitting room
• Dining area
• Kitchen with cabinets
• Easy accessibility, a nice view and a nice big garden.

CONTACTS US:
,Call number : (+250)788876411
whatsapp:(+250) 788392925
Office location:
Street number: KG2 st
Kimironko, Gasabo district, Kigali (Rwanda)",Posted On: 03-Dec-2019,-1.9854367,30.1036335,4,3,False,False
175,175,175.0,175.0,125000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kibagabaga
price:125.000.000rwf",Posted On: 03-Dec-2019,-1.9342906000000002,30.117899600000005,4,3,False,True
176,176,176.0,176.0,80000000.0,,"KICUKIRO, Rwanda","HOUSE FOR SALE IN KIGALI/KICUKIRO
Call 0788876411
Whatsapp 0788392925
For more Properties Visit www.kigalidealer.com

• Asking Price: 80,000,000rwf
• 4 bedrooms with 3 Bathrooms
• Sitting room
• Dining area
• Kitchen with cabinets
• Easy accessibility, a nice view and a nice big garden.

CONTACTS US:
,Call number : (+250)788876411
whatsapp:(+250) 788392925
Office location:
Street number: KG2 st
Kimironko, Gasabo district, Kigali (Rwanda)",Posted On: 03-Dec-2019,-1.9854367,30.1036335,4,3,False,False
177,177,177.0,177.0,55000000.0,KANOMBE,"KANOMBE, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store,annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:55.000.000rwf",Posted On: 03-Dec-2019,-1.9617271,30.146460700000002,4,3,False,True
178,178,178.0,178.0,80000000.0,KIMIRONKO,"KIMIRONKO, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kimironko bibare
price:80.000.000rwf",Posted On: 03-Dec-2019,-1.942618,30.1382016,4,3,False,True
179,179,179.0,179.0,98000000.0,KICUKIRONEARPAVEDSTREET,"KICUKIRO, Rwanda","This is the best house for Sale Kigali city, Kicukiro district – Niboye – closer to the Tarmac road with the following requirement:
4 bedrooms ,
4 bathrooms,
4 toilets ( 4 wc),
Sitting (living) room,
Dining room,
Kitchen inside the house
Boy’s quoters,
garden,
It has parking ground & and other home qualities.
The price is 98,000 000 Rwf Negotiable price .

CONTACT US AT: +250783348845 (WHATSAPP, VIBER, IMO) / +250725421235 or send an e-mail at: msconnect10@gmail.com.",Posted On: 03-Dec-2019,-1.9854367,30.1036335,4,4,False,False
180,180,180.0,180.0,45000000.0,RUYENZI,"RUYENZI, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/28m
location:ruyenzi
price:45.000.000rwf",Posted On: 03-Dec-2019,-1.9683215,29.9859918,4,3,False,True
181,181,181.0,181.0,80000000.0,,"KICUKIRO, Rwanda","HOUSE FOR SALE IN KIGALI/KICUKIRO
Call 0788876411
Whatsapp 0788392925
For more Properties Visit www.kigalidealer.com

• Asking Price: 80,000,000rwf
• 4 bedrooms with 3 Bathrooms
• Sitting room
• Dining area
• Kitchen with cabinets
• Easy accessibility, a nice view and a nice big garden.

CONTACTS US:
,Call number : (+250)788876411
whatsapp:(+250) 788392925
Office location:
Street number: KG2 st
Kimironko, Gasabo district, Kigali (Rwanda)",Posted On: 03-Dec-2019,-1.9854367,30.1036335,4,3,False,False
182,182,182.0,182.0,60000000.0,KANOMBE,"KANOMBE, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:65.000.000rwf",Posted On: 02-Dec-2019,-1.9617271,30.146460700000002,4,3,False,True
